Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Weapon Skill,Default Weapon Skill FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Critical),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Pierce),Infusable,Can Enchant,Achievement,Obtainable,ID,Weapon Group ID,Weapon ID,Affinity ID,Weapon Moveset Category,Magic Effect Category,SpEffect ID,Icon ID,Model ID,Reinforce Type ID,Behavior Variation ID,Sort Group Type ID,Sort Group ID,Sort ID
Poison Albinauric Shield,Albinauric Shield,Poison,Medium Shield,,Strike,"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created.
Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.",Causes poison buildup (),-,-,Parry,0,4.5,100,340,100,11,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31041000,31,04,1000,49,-,-1,12044,2005,1000,3100,3,30,7222009
Blood Albinauric Shield,Albinauric Shield,Blood,Medium Shield,,Strike,"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created.
Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.",Causes blood loss buildup (),-,-,Parry,0,4.5,100,340,100,11,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31041100,31,04,1100,49,-,-1,12044,2005,1100,3100,3,30,7222010
Cold Albinauric Shield,Albinauric Shield,Cold,Medium Shield,,Strike,"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created.
Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.",Causes frost buildup (),-,-,Parry,0,4.5,100,340,100,11,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31040900,31,04,0900,49,-,-1,12044,2005,900,3100,3,30,7222011
Occult Albinauric Shield,Albinauric Shield,Occult,Medium Shield,,Strike,"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created.
Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.",-,-,-,Parry,0,4.5,100,340,100,11,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31041200,31,04,1200,49,-,-1,12044,2005,1200,3100,3,30,7222012
Beastman's Jar-Shield,Beastman's Jar-Shield,Standard,Medium Shield,,Strike,"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.

The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.",-,-,-,No Skill,-,5,100,340,100,10,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,30060000,30,06,0000,49,-,-1,12006,503,8100,3000,3,30,7223000
Beastman's Heavy Jar-Shield,Beastman's Jar-Shield,Heavy,Medium Shield,,Strike,"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.

The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.",-,-,-,No Skill,-,5,100,340,100,10,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,30060100,30,06,0100,49,-,-1,12006,503,100,3000,3,30,7223001
Beastman's Keen Jar-Shield,Beastman's Jar-Shield,Keen,Medium Shield,,Strike,"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.

The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.",-,-,-,No Skill,-,5,100,340,100,10,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,30060200,30,06,0200,49,-,-1,12006,503,200,3000,3,30,7223002
Beastman's Quality Jar-Shield,Beastman's Jar-Shield,Quality,Medium Shield,,Strike,"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.

The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.",-,-,-,No Skill,-,5,100,340,100,10,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,30060300,30,06,0300,49,-,-1,12006,503,300,3000,3,30,7223003
Beastman's Magic Jar-Shield,Beastman's Jar-Shield,Magic,Medium Shield,,Strike,"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.

The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.",-,-,-,No Skill,-,5,100,340,100,10,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,30060800,30,06,0800,49,-,-1,12006,503,800,3000,3,30,7223004
Beastman's Fire Jar-Shield,Beastman's Jar-Shield,Fire,Medium Shield,,Strike,"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.

The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.",-,-,-,No Skill,-,5,100,340,100,10,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,30060400,30,06,0400,49,-,-1,12006,503,400,3000,3,30,7223005
Beastman's Flame Art Jar-Shield,Beastman's Jar-Shield,Flame Art,Medium Shield,,Strike,"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.

The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.",-,-,-,No Skill,-,5,100,340,100,10,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,30060500,30,06,0500,49,-,-1,12006,503,500,3000,3,30,7223006
Beastman's Lightning Jar-Shield,Beastman's Jar-Shield,Lightning,Medium Shield,,Strike,"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.

The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.",-,-,-,No Skill,-,5,100,340,100,10,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,30060600,30,06,0600,49,-,-1,12006,503,600,3000,3,30,7223007
Beastman's Sacred Jar-Shield,Beastman's Jar-Shield,Sacred,Medium Shield,,Strike,"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.

The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.",-,-,-,No Skill,-,5,100,340,100,10,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,30060700,30,06,0700,49,-,-1,12006,503,700,3000,3,30,7223008
Beastman's Poison Jar-Shield,Beastman's Jar-Shield,Poison,Medium Shield,,Strike,"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.

The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.",Causes poison buildup (),-,-,No Skill,-,5,100,340,100,10,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,30061000,30,06,1000,49,-,-1,12006,503,1000,3000,3,30,7223009
Beastman's Blood Jar-Shield,Beastman's Jar-Shield,Blood,Medium Shield,,Strike,"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.

The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.",Causes blood loss buildup (),-,-,No Skill,-,5,100,340,100,10,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,30061100,30,06,1100,49,-,-1,12006,503,1100,3000,3,30,7223010
Beastman's Cold Jar-Shield,Beastman's Jar-Shield,Cold,Medium Shield,,Strike,"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.

The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.",Causes frost buildup (),-,-,No Skill,-,5,100,340,100,10,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,30060900,30,06,0900,49,-,-1,12006,503,900,3000,3,30,7223011
Beastman's Occult Jar-Shield,Beastman's Jar-Shield,Occult,Medium Shield,,Strike,"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.

The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.",-,-,-,No Skill,-,5,100,340,100,10,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,30061200,30,06,1200,49,-,-1,12006,503,1200,3000,3,30,7223012
Carian Knight's Shield,Carian Knight's Shield,Standard,Medium Shield,,Strike,"A teardrop-shaped, medium-sized shield embedded with blue glintstones.
Carried by knights who served the Carian royal family.

Excels when facing magic or holy attacks. Just who were these knights preparing to fight?",-,-,-,No Skill,-,4.5,200,340,100,10,10,15,0,0,No,Yes,No,No,Yes,No,No,Yes,31190000,31,19,0000,49,-,-1,12055,2026,8100,3100,3,30,7224000
Carian Knight's Heavy Shield,Carian Knight's Shield,Heavy,Medium Shield,,Strike,"A teardrop-shaped, medium-sized shield embedded with blue glintstones.
Carried by knights who served the Carian royal family.

Excels when facing magic or holy attacks. Just who were these knights preparing to fight?",-,-,-,No Skill,-,4.5,200,340,100,10,10,15,0,0,No,Yes,No,No,Yes,No,No,Yes,31190100,31,19,0100,49,-,-1,12055,2026,100,3100,3,30,7224001
Carian Knight's Keen Shield,Carian Knight's Shield,Keen,Medium Shield,,Strike,"A teardrop-shaped, medium-sized shield embedded with blue glintstones.
Carried by knights who served the Carian royal family.

Excels when facing magic or holy attacks. Just who were these knights preparing to fight?",-,-,-,No Skill,-,4.5,200,340,100,10,10,15,0,0,No,Yes,No,No,Yes,No,No,Yes,31190200,31,19,0200,49,-,-1,12055,2026,200,3100,3,30,7224002
Carian Knight's Quality Shield,Carian Knight's Shield,Quality,Medium Shield,,Strike,"A teardrop-shaped, medium-sized shield embedded with blue glintstones.
Carried by knights who served the Carian royal family.

Excels when facing magic or holy attacks. Just who were these knights preparing to fight?",-,-,-,No Skill,-,4.5,200,340,100,10,10,15,0,0,No,Yes,No,No,Yes,No,No,Yes,31190300,31,19,0300,49,-,-1,12055,2026,300,3100,3,30,7224003
Carian Knight's Magic Shield,Carian Knight's Shield,Magic,Medium Shield,,Strike,"A teardrop-shaped, medium-sized shield embedded with blue glintstones.
Carried by knights who served the Carian royal family.

Excels when facing magic or holy attacks. Just who were these knights preparing to fight?",-,-,-,No Skill,-,4.5,200,340,100,10,10,15,0,0,No,Yes,No,No,Yes,No,No,Yes,31190800,31,19,0800,49,-,-1,12055,2026,800,3100,3,30,7224004
Carian Knight's Fire Shield,Carian Knight's Shield,Fire,Medium Shield,,Strike,"A teardrop-shaped, medium-sized shield embedded with blue glintstones.
Carried by knights who served the Carian royal family.

Excels when facing magic or holy attacks. Just who were these knights preparing to fight?",-,-,-,No Skill,-,4.5,200,340,100,10,10,15,0,0,No,Yes,No,No,Yes,No,No,Yes,31190400,31,19,0400,49,-,-1,12055,2026,400,3100,3,30,7224005
Carian Knight's Flame Art Shield,Carian Knight's Shield,Flame Art,Medium Shield,,Strike,"A teardrop-shaped, medium-sized shield embedded with blue glintstones.
Carried by knights who served the Carian royal family.

Excels when facing magic or holy attacks. Just who were these knights preparing to fight?",-,-,-,No Skill,-,4.5,200,340,100,10,10,15,0,0,No,Yes,No,No,Yes,No,No,Yes,31190500,31,19,0500,49,-,-1,12055,2026,500,3100,3,30,7224006
Carian Knight's Lightning Shield,Carian Knight's Shield,Lightning,Medium Shield,,Strike,"A teardrop-shaped, medium-sized shield embedded with blue glintstones.
Carried by knights who served the Carian royal family.

Excels when facing magic or holy attacks. Just who were these knights preparing to fight?",-,-,-,No Skill,-,4.5,200,340,100,10,10,15,0,0,No,Yes,No,No,Yes,No,No,Yes,31190600,31,19,0600,49,-,-1,12055,2026,600,3100,3,30,7224007
Carian Knight's Sacred Shield,Carian Knight's Shield,Sacred,Medium Shield,,Strike,"A teardrop-shaped, medium-sized shield embedded with blue glintstones.
Carried by knights who served the Carian royal family.

Excels when facing magic or holy attacks. Just who were these knights preparing to fight?",-,-,-,No Skill,-,4.5,200,340,100,10,10,15,0,0,No,Yes,No,No,Yes,No,No,Yes,31190700,31,19,0700,49,-,-1,12055,2026,700,3100,3,30,7224008
Carian Knight's Poison Shield,Carian Knight's Shield,Poison,Medium Shield,,Strike,"A teardrop-shaped, medium-sized shield embedded with blue glintstones.
Carried by knights who served the Carian royal family.

Excels when facing magic or holy attacks. Just who were these knights preparing to fight?",Causes poison buildup (),-,-,No Skill,-,4.5,200,340,100,10,10,15,0,0,No,Yes,No,No,Yes,No,No,Yes,31191000,31,19,1000,49,-,-1,12055,2026,1000,3100,3,30,7224009
Carian Knight's Bloody Shield,Carian Knight's Shield,Blood,Medium Shield,,Strike,"A teardrop-shaped, medium-sized shield embedded with blue glintstones.
Carried by knights who served the Carian royal family.

Excels when facing magic or holy attacks. Just who were these knights preparing to fight?",Causes blood loss buildup (),-,-,No Skill,-,4.5,200,340,100,10,10,15,0,0,No,Yes,No,No,Yes,No,No,Yes,31191100,31,19,1100,49,-,-1,12055,2026,1100,3100,3,30,7224010
Carian Knight's Cold Shield,Carian Knight's Shield,Cold,Medium Shield,,Strike,"A teardrop-shaped, medium-sized shield embedded with blue glintstones.
Carried by knights who served the Carian royal family.

Excels when facing magic or holy attacks. Just who were these knights preparing to fight?",Causes frost buildup (),-,-,No Skill,-,4.5,200,340,100,10,10,15,0,0,No,Yes,No,No,Yes,No,No,Yes,31190900,31,19,0900,49,-,-1,12055,2026,900,3100,3,30,7224011
Carian Knight's Occult Shield,Carian Knight's Shield,Occult,Medium Shield,,Strike,"A teardrop-shaped, medium-sized shield embedded with blue glintstones.
Carried by knights who served the Carian royal family.

Excels when facing magic or holy attacks. Just who were these knights preparing to fight?",-,-,-,No Skill,-,4.5,200,340,100,10,10,15,0,0,No,Yes,No,No,Yes,No,No,Yes,31191200,31,19,1200,49,-,-1,12055,2026,1200,3100,3,30,7224012
Silver Mirrorshield,Silver Mirrorshield,-,Medium Shield,,Strike,"Shield of radiant silver, festooned with amber and carried by Loretta, Knight of the Haligtree.

The shape is said to imitate that of a sacred drop of dew, which inspired the absurd rumor that Loretta herself was an Albinauric.",-,-,-,No Skill,-,3.5,100,340,100,12,10,10,0,0,No,Yes,No,No,No,No,No,Yes,31060000,31,06,0000,49,-,-1,12046,2014,8300,3100,3,30,7225000
Great Turtle Shell,Great Turtle Shell,Standard,Medium Shield,,Strike,"Shield fashioned from a great turtle shell. The natural curve helps it contend with foes' attacks.

The turtle is a symbol of tirelessness, and this shield boosts stamina recovery speed.",-,-,Boost Stamina Recovery,Barricade Shield,8,5.5,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31140000,31,14,0000,49,-,5311400,12052,2021,8100,3100,3,30,7226000
Heavy Great Turtle Shell,Great Turtle Shell,Heavy,Medium Shield,,Strike,"Shield fashioned from a great turtle shell. The natural curve helps it contend with foes' attacks.

The turtle is a symbol of tirelessness, and this shield boosts stamina recovery speed.",-,-,Boost Stamina Recovery,Barricade Shield,8,5.5,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31140100,31,14,0100,49,-,5311400,12052,2021,100,3100,3,30,7226001
Keen Great Turtle Shell,Great Turtle Shell,Keen,Medium Shield,,Strike,"Shield fashioned from a great turtle shell. The natural curve helps it contend with foes' attacks.

The turtle is a symbol of tirelessness, and this shield boosts stamina recovery speed.",-,-,Boost Stamina Recovery,Barricade Shield,8,5.5,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31140200,31,14,0200,49,-,5311400,12052,2021,200,3100,3,30,7226002
Quality Great Turtle Shell,Great Turtle Shell,Quality,Medium Shield,,Strike,"Shield fashioned from a great turtle shell. The natural curve helps it contend with foes' attacks.

The turtle is a symbol of tirelessness, and this shield boosts stamina recovery speed.",-,-,Boost Stamina Recovery,Barricade Shield,8,5.5,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31140300,31,14,0300,49,-,5311400,12052,2021,300,3100,3,30,7226003
Magic Great Turtle Shell,Great Turtle Shell,Magic,Medium Shield,,Strike,"Shield fashioned from a great turtle shell. The natural curve helps it contend with foes' attacks.

The turtle is a symbol of tirelessness, and this shield boosts stamina recovery speed.",-,-,Boost Stamina Recovery,Barricade Shield,8,5.5,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31140800,31,14,0800,49,-,5311400,12052,2021,800,3100,3,30,7226004
Fire Great Turtle Shell,Great Turtle Shell,Fire,Medium Shield,,Strike,"Shield fashioned from a great turtle shell. The natural curve helps it contend with foes' attacks.

The turtle is a symbol of tirelessness, and this shield boosts stamina recovery speed.",-,-,Boost Stamina Recovery,Barricade Shield,8,5.5,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31140400,31,14,0400,49,-,5311400,12052,2021,400,3100,3,30,7226005
Flame Art Great Turtle Shell,Great Turtle Shell,Flame Art,Medium Shield,,Strike,"Shield fashioned from a great turtle shell. The natural curve helps it contend with foes' attacks.

The turtle is a symbol of tirelessness, and this shield boosts stamina recovery speed.",-,-,Boost Stamina Recovery,Barricade Shield,8,5.5,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31140500,31,14,0500,49,-,5311400,12052,2021,500,3100,3,30,7226006
Lightning Great Turtle Shell,Great Turtle Shell,Lightning,Medium Shield,,Strike,"Shield fashioned from a great turtle shell. The natural curve helps it contend with foes' attacks.

The turtle is a symbol of tirelessness, and this shield boosts stamina recovery speed.",-,-,Boost Stamina Recovery,Barricade Shield,8,5.5,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31140600,31,14,0600,49,-,5311400,12052,2021,600,3100,3,30,7226007
