Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Ash of War,Default Ash of War FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Critical),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Pierce),Infusable,Can Enchant,Obtainable,ID,Weapon Group ID,Weapon ID,Imbue Type ID,Weapon Moveset Category,Magic Effect Category,SpEffect ID,Icon ID,Reinforce Type ID,Behavior Variation ID,AtkParam ID,Base Stamina Cost,Stamina Usage %,multiplied
Gilded Blood Iron Shield,Gilded Iron Shield,Blood,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.",Causes blood loss buildup (57),-,-,Parry,0,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30131100,30,13,1100,48,-,-1,12013,1100,3000,3000000,9,1.06,9.54
Gilded Occult Iron Shield,Gilded Iron Shield,Occult,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.",-,-,-,Parry,0,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30131200,30,13,1200,48,-,-1,12013,1200,3000,3000000,9,1.06,9.54
Ice Crest Shield,Ice Crest Shield,Standard,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. The ice crest originates from a Carian princess. Though the effect is slight, it boosts magic damage negation and resistance to frost.",-,-,Raise Robustness,No Skill,-,3,100,140,100,9,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30140000,30,14,0000,48,-,5301400,12014,8000,3000,3000000,9,1.06,9.54
Heavy Ice Crest Shield,Ice Crest Shield,Heavy,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. The ice crest originates from a Carian princess. Though the effect is slight, it boosts magic damage negation and resistance to frost.",-,-,Raise Robustness,No Skill,-,3,100,140,100,9,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30140100,30,14,0100,48,-,5301400,12014,100,3000,3000000,9,1.06,9.54
Keen Ice Crest Shield,Ice Crest Shield,Keen,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. The ice crest originates from a Carian princess. Though the effect is slight, it boosts magic damage negation and resistance to frost.",-,-,Raise Robustness,No Skill,-,3,100,140,100,9,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30140200,30,14,0200,48,-,5301400,12014,200,3000,3000000,9,1.06,9.54
Quality Ice Crest Shield,Ice Crest Shield,Quality,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. The ice crest originates from a Carian princess. Though the effect is slight, it boosts magic damage negation and resistance to frost.",-,-,Raise Robustness,No Skill,-,3,100,140,100,9,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30140300,30,14,0300,48,-,5301400,12014,300,3000,3000000,9,1.06,9.54
Fire Ice Crest Shield,Ice Crest Shield,Fire,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. The ice crest originates from a Carian princess. Though the effect is slight, it boosts magic damage negation and resistance to frost.",-,-,Raise Robustness,No Skill,-,3,100,140,100,9,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30140400,30,14,0400,48,-,5301400,12014,400,3000,3000000,9,1.06,9.54
Flame Art Ice Crest Shield,Ice Crest Shield,Flame Art,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. The ice crest originates from a Carian princess. Though the effect is slight, it boosts magic damage negation and resistance to frost.",-,-,Raise Robustness,No Skill,-,3,100,140,100,9,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30140500,30,14,0500,48,-,5301400,12014,500,3000,3000000,9,1.06,9.54
Lightning Ice Crest Shield,Ice Crest Shield,Lightning,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. The ice crest originates from a Carian princess. Though the effect is slight, it boosts magic damage negation and resistance to frost.",-,-,Raise Robustness,No Skill,-,3,100,140,100,9,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30140600,30,14,0600,48,-,5301400,12014,600,3000,3000000,9,1.06,9.54
Sacred Ice Crest Shield,Ice Crest Shield,Sacred,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. The ice crest originates from a Carian princess. Though the effect is slight, it boosts magic damage negation and resistance to frost.",-,-,Raise Robustness,No Skill,-,3,100,140,100,9,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30140700,30,14,0700,48,-,5301400,12014,700,3000,3000000,9,1.06,9.54
Magic Ice Crest Shield,Ice Crest Shield,Magic,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. The ice crest originates from a Carian princess. Though the effect is slight, it boosts magic damage negation and resistance to frost.",-,-,Raise Robustness,No Skill,-,3,100,140,100,9,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30140800,30,14,0800,48,-,5301400,12014,800,3000,3000000,9,1.06,9.54
Cold Ice Crest Shield,Ice Crest Shield,Cold,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. The ice crest originates from a Carian princess. Though the effect is slight, it boosts magic damage negation and resistance to frost.",Causes frost buildup (66),-,Raise Robustness,No Skill,-,3,100,140,100,9,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30140900,30,14,0900,48,-,5301400,12014,900,3000,3000000,9,1.06,9.54
Poison Ice Crest Shield,Ice Crest Shield,Poison,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. The ice crest originates from a Carian princess. Though the effect is slight, it boosts magic damage negation and resistance to frost.",Causes poison buildup (66),-,Raise Robustness,No Skill,-,3,100,140,100,9,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30141000,30,14,1000,48,-,5301400,12014,1000,3000,3000000,9,1.06,9.54
Blood Ice Crest Shield,Ice Crest Shield,Blood,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. The ice crest originates from a Carian princess. Though the effect is slight, it boosts magic damage negation and resistance to frost.",Causes blood loss buildup (57),-,Raise Robustness,No Skill,-,3,100,140,100,9,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30141100,30,14,1100,48,-,5301400,12014,1100,3000,3000000,9,1.06,9.54
Occult Ice Crest Shield,Ice Crest Shield,Occult,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. The ice crest originates from a Carian princess. Though the effect is slight, it boosts magic damage negation and resistance to frost.",-,-,Raise Robustness,No Skill,-,3,100,140,100,9,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30141200,30,14,1200,48,-,5301400,12014,1200,3000,3000000,9,1.06,9.54
Smoldering Shield,Smoldering Shield,-,Small Shield,,Strike,"Small shield made upon Mt. Gelmir forged from uncooling lava. Resists frost with its heat, and can even be used to deal fire damage if wielded as a weapon.",-,-,Raise Robustness,Shield Bash,10,3,100,140,100,10,9,0,12,0,No,Yes,No,No,No,No,Yes,30150000,30,15,0000,48,-,5301500,12015,8000,3000,3000000,9,1.06,9.54
Spiralhorn Shield,Spiralhorn Shield,Standard,Small Shield,,Strike,"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.",Causes blood loss buildup (45),-,"Raise Immunity, Robustness and Focus",Parry,0,2,100,140,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,30190000,30,19,0000,48,-,5301900,12019,8000,3000,3000000,9,1.04,9.36
Heavy Spiralhorn Shield,Spiralhorn Shield,Heavy,Small Shield,,Strike,"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.",Causes blood loss buildup (45),-,"Raise Immunity, Robustness and Focus",Parry,0,2,100,140,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,30190100,30,19,0100,48,-,5301900,12019,100,3000,3000000,9,1.04,9.36
Keen Spiralhorn Shield,Spiralhorn Shield,Keen,Small Shield,,Strike,"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.",Causes blood loss buildup (45),-,"Raise Immunity, Robustness and Focus",Parry,0,2,100,140,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,30190200,30,19,0200,48,-,5301900,12019,200,3000,3000000,9,1.04,9.36
Quality Spiralhorn Shield,Spiralhorn Shield,Quality,Small Shield,,Strike,"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.",Causes blood loss buildup (45),-,"Raise Immunity, Robustness and Focus",Parry,0,2,100,140,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,30190300,30,19,0300,48,-,5301900,12019,300,3000,3000000,9,1.04,9.36
Fire Spiralhorn Shield,Spiralhorn Shield,Fire,Small Shield,,Strike,"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.",Causes blood loss buildup (45),-,"Raise Immunity, Robustness and Focus",Parry,0,2,100,140,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,30190400,30,19,0400,48,-,5301900,12019,400,3000,3000000,9,1.04,9.36
Flame Art Spiralhorn Shield,Spiralhorn Shield,Flame Art,Small Shield,,Strike,"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.",Causes blood loss buildup (45),-,"Raise Immunity, Robustness and Focus",Parry,0,2,100,140,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,30190500,30,19,0500,48,-,5301900,12019,500,3000,3000000,9,1.04,9.36
Lightning Spiralhorn Shield,Spiralhorn Shield,Lightning,Small Shield,,Strike,"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.",Causes blood loss buildup (45),-,"Raise Immunity, Robustness and Focus",Parry,0,2,100,140,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,30190600,30,19,0600,48,-,5301900,12019,600,3000,3000000,9,1.04,9.36
Sacred Spiralhorn Shield,Spiralhorn Shield,Sacred,Small Shield,,Strike,"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.",Causes blood loss buildup (45),-,"Raise Immunity, Robustness and Focus",Parry,0,2,100,140,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,30190700,30,19,0700,48,-,5301900,12019,700,3000,3000000,9,1.04,9.36
Magic Spiralhorn Shield,Spiralhorn Shield,Magic,Small Shield,,Strike,"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.",Causes blood loss buildup (45),-,"Raise Immunity, Robustness and Focus",Parry,0,2,100,140,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,30190800,30,19,0800,48,-,5301900,12019,800,3000,3000000,9,1.04,9.36
Cold Spiralhorn Shield,Spiralhorn Shield,Cold,Small Shield,,Strike,"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.",Causes frost buildup (66),Causes blood loss buildup (45),"Raise Immunity, Robustness and Focus",Parry,0,2,100,140,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,30190900,30,19,0900,48,-,5301900,12019,900,3000,3000000,9,1.04,9.36
Poison Spiralhorn Shield,Spiralhorn Shield,Poison,Small Shield,,Strike,"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.",Causes poison buildup (66),Causes blood loss buildup (45),"Raise Immunity, Robustness and Focus",Parry,0,2,100,140,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,30191000,30,19,1000,48,-,5301900,12019,1000,3000,3000000,9,1.04,9.36
Blood Spiralhorn Shield,Spiralhorn Shield,Blood,Small Shield,,Strike,"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.",Causes blood loss buildup (57),-,"Raise Immunity, Robustness and Focus",Parry,0,2,100,140,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,30191100,30,19,1100,48,-,5301900,12019,1100,3000,3000000,9,1.04,9.36
Occult Spiralhorn Shield,Spiralhorn Shield,Occult,Small Shield,,Strike,"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.",Causes blood loss buildup (45),-,"Raise Immunity, Robustness and Focus",Parry,0,2,100,140,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,30191200,30,19,1200,48,-,5301900,12019,1200,3000,3000000,9,1.04,9.36
Coil Shield,Coil Shield,-,Small Shield,,Strike,"Armament designed for gladiatorial combat. Rises above its peers as a particularly showy specimen. The sculpted bronze snake is a poisonous breed, boosting the wielder's resistance to poison.",Causes poison buildup (72),-,Raise Immunity,Viper Bite,8,1.5,200,140,100,10,10,0,0,0,No,Yes,No,No,No,No,Yes,30200000,30,20,0000,48,-,5302000,12020,8500,3020,303020900,10,0.97,9.7
Kite Shield,Kite Shield,Standard,Medium Shield,,Strike,"A standard medium-sized metal shield. Metal shields reliably negate physical damage when guarding, a trait which made them highly trusted on the battlefield.",-,-,-,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,Yes,31000000,31,00,0000,49,-,-1,12040,8100,3100,3100000,12,0.93,11.16
Heavy Kite Shield,Kite Shield,Heavy,Medium Shield,,Strike,"A standard medium-sized metal shield. Metal shields reliably negate physical damage when guarding, a trait which made them highly trusted on the battlefield.",-,-,-,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,Yes,31000100,31,00,0100,49,-,-1,12040,100,3100,3100000,12,0.93,11.16
Keen Kite Shield,Kite Shield,Keen,Medium Shield,,Strike,"A standard medium-sized metal shield. Metal shields reliably negate physical damage when guarding, a trait which made them highly trusted on the battlefield.",-,-,-,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,Yes,31000200,31,00,0200,49,-,-1,12040,200,3100,3100000,12,0.93,11.16
Quality Kite Shield,Kite Shield,Quality,Medium Shield,,Strike,"A standard medium-sized metal shield. Metal shields reliably negate physical damage when guarding, a trait which made them highly trusted on the battlefield.",-,-,-,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,Yes,31000300,31,00,0300,49,-,-1,12040,300,3100,3100000,12,0.93,11.16
Fire Kite Shield,Kite Shield,Fire,Medium Shield,,Strike,"A standard medium-sized metal shield. Metal shields reliably negate physical damage when guarding, a trait which made them highly trusted on the battlefield.",-,-,-,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,Yes,31000400,31,00,0400,49,-,-1,12040,400,3100,3100000,12,0.93,11.16
Flame Art Kite Shield,Kite Shield,Flame Art,Medium Shield,,Strike,"A standard medium-sized metal shield. Metal shields reliably negate physical damage when guarding, a trait which made them highly trusted on the battlefield.",-,-,-,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,Yes,31000500,31,00,0500,49,-,-1,12040,500,3100,3100000,12,0.93,11.16
Lightning Kite Shield,Kite Shield,Lightning,Medium Shield,,Strike,"A standard medium-sized metal shield. Metal shields reliably negate physical damage when guarding, a trait which made them highly trusted on the battlefield.",-,-,-,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,Yes,31000600,31,00,0600,49,-,-1,12040,600,3100,3100000,12,0.93,11.16
Sacred Kite Shield,Kite Shield,Sacred,Medium Shield,,Strike,"A standard medium-sized metal shield. Metal shields reliably negate physical damage when guarding, a trait which made them highly trusted on the battlefield.",-,-,-,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,Yes,31000700,31,00,0700,49,-,-1,12040,700,3100,3100000,12,0.93,11.16
Magic Kite Shield,Kite Shield,Magic,Medium Shield,,Strike,"A standard medium-sized metal shield. Metal shields reliably negate physical damage when guarding, a trait which made them highly trusted on the battlefield.",-,-,-,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,Yes,31000800,31,00,0800,49,-,-1,12040,800,3100,3100000,12,0.93,11.16
