Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Ash of War,Default Ash of War FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Physical),Attack Power (Magic),Attack Power (Fire),Attack Power (Lightning),Attack Power (Holy),Attack Power (Critical),Attack Power (Stamina),Scaling Value (Str),Scaling Letter (Str),Scaling Value (Dex),Scaling Letter (Dex),Scaling Value (Int),Scaling Letter (Int),Scaling Value (Fai),Scaling Letter (Fai),Scaling Value (Arc),Scaling Letter (Arc),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Guarded Damage Negation (Physical),Guarded Damage Negation (Magic),Guarded Damage Negation (Fire),Guarded Damage Negation (Lightning),Guarded Damage Negation (Holy),Guarded Damage Negation (Guard Boost),Guard Resistance Reduction,Guard Frost Reduction,Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Thrust),Can Enchant,ID,Weapon Group ID,Weapon ID,Imbue Type ID,Weapon Moveset Category,Icon ID,Reinforce Type ID,Behavior Variation ID,,Stamina Usage %,1H Light Stamina Usage
Lightning Eclipse Crest Greatshield,Eclipse Crest Greatshield,Lightning,Greatshield,,Strike,"Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights. The eclipsed sun, drained of color, is the protective star of soulless demigods. It aids the mausoleum knights by keeping Destined Death at bay.",-,-,"Raise Immunity, Robustness and Focus",No Skill,-,15,200,900,84,0,0,84,0,100,78,5,E,35,D,0,-,0,-,0,-,32,0,0,0,0,95.0,68.4,59.9,58.7,56.1,63,28.5,30.0,No,Yes,No,No,No,32240600,32,24,0600,47,12102,600,3200,18,1,18
Sacred Eclipse Crest Greatshield,Eclipse Crest Greatshield,Sacred,Greatshield,,Strike,"Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights. The eclipsed sun, drained of color, is the protective star of soulless demigods. It aids the mausoleum knights by keeping Destined Death at bay.",-,-,"Raise Immunity, Robustness and Focus",No Skill,-,15,200,900,79,0,0,0,79,100,78,20,E,0,-,0,-,22,E,0,-,32,0,0,0,0,95.0,75.6,54.2,48.5,67.9,63,28.5,30.0,No,Yes,No,No,No,32240700,32,24,0700,47,12102,700,3200,18,1,18
Magic Eclipse Crest Greatshield,Eclipse Crest Greatshield,Magic,Greatshield,,Strike,"Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights. The eclipsed sun, drained of color, is the protective star of soulless demigods. It aids the mausoleum knights by keeping Destined Death at bay.",-,-,"Raise Immunity, Robustness and Focus",No Skill,-,15,200,900,79,79,0,0,0,100,78,11,E,0,-,20,E,0,-,0,-,32,0,0,0,0,95.0,82.8,54.2,48.5,62.0,63,28.5,30.0,No,Yes,No,No,No,32240800,32,24,0800,47,12102,800,3200,18,1,18
Cold Eclipse Crest Greatshield,Eclipse Crest Greatshield,Cold,Greatshield,,Strike,"Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights. The eclipsed sun, drained of color, is the protective star of soulless demigods. It aids the mausoleum knights by keeping Destined Death at bay.",Causes frost buildup (96),-,"Raise Immunity, Robustness and Focus",No Skill,-,15,200,900,90,72,0,0,0,100,78,45,D,0,-,17,E,0,-,0,-,32,0,0,0,0,95.0,72.0,57.0,51.0,59.0,63,30.0,30.0,No,Yes,No,No,No,32240900,32,24,0900,47,12102,900,3200,18,1,18
Poison Eclipse Crest Greatshield,Eclipse Crest Greatshield,Poison,Greatshield,,Strike,"Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights. The eclipsed sun, drained of color, is the protective star of soulless demigods. It aids the mausoleum knights by keeping Destined Death at bay.",Causes poison buildup (96),-,"Raise Immunity, Robustness and Focus",No Skill,-,15,200,900,90,0,0,0,0,100,78,47,D,0,-,0,-,0,-,30,D,32,0,0,0,0,95.0,72.0,57.0,51.0,59.0,63,30.0,30.0,No,Yes,No,No,No,32241000,32,24,1000,47,12102,1000,3200,18,1,18
Blood Eclipse Crest Greatshield,Eclipse Crest Greatshield,Blood,Greatshield,,Strike,"Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights. The eclipsed sun, drained of color, is the protective star of soulless demigods. It aids the mausoleum knights by keeping Destined Death at bay.",Causes blood loss buildup (83),-,"Raise Immunity, Robustness and Focus",No Skill,-,15,200,900,90,0,0,0,0,100,78,47,D,0,-,0,-,0,-,30,D,32,0,0,0,0,95.0,72.0,57.0,51.0,59.0,63,30.0,30.0,No,Yes,No,No,No,32241100,32,24,1100,47,12102,1100,3200,18,1,18
Occult Eclipse Crest Greatshield,Eclipse Crest Greatshield,Occult,Greatshield,,Strike,"Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights. The eclipsed sun, drained of color, is the protective star of soulless demigods. It aids the mausoleum knights by keeping Destined Death at bay.",-,-,"Raise Immunity, Robustness and Focus",No Skill,-,15,200,900,95,0,0,0,0,100,78,37,D,0,-,0,-,0,-,45,D,32,0,0,0,0,100.0,72.0,57.0,51.0,59.0,63,30.0,30.0,No,Yes,No,No,No,32241200,32,24,1200,47,12102,1200,3200,18,1,18
Cuckoo Greatshield,Cuckoo Greatshield,-,Greatshield,,Strike,"Metal greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy. Boasting high magic damage negation, this shield is used to hunt down mages. ""Our enemy is none other than Caria itself.""",-,-,-,No Skill,-,15,200,900,110,0,0,0,0,100,78,50,D,0,-,0,-,0,-,0,-,32,0,0,0,0,100.0,70.0,56.0,52.0,60.0,62,30.0,30.0,No,Yes,No,No,No,32250000,32,25,0000,47,12103,8200,3200,18,1,18
Heavy Cuckoo Greatshield,Cuckoo Greatshield,Heavy,Greatshield,,Strike,"Metal greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy. Boasting high magic damage negation, this shield is used to hunt down mages. ""Our enemy is none other than Caria itself.""",-,-,-,No Skill,-,15,200,900,100,0,0,0,0,100,78,75,C,0,-,0,-,0,-,0,-,32,0,0,0,0,100.0,70.0,56.0,52.0,60.0,62,30.0,30.0,No,Yes,No,No,No,32250100,32,25,0100,47,12103,100,3200,18,1,18
Keen Cuckoo Greatshield,Cuckoo Greatshield,Keen,Greatshield,,Strike,"Metal greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy. Boasting high magic damage negation, this shield is used to hunt down mages. ""Our enemy is none other than Caria itself.""",-,-,-,No Skill,-,15,200,900,100,0,0,0,0,100,78,5,E,66,C,0,-,0,-,0,-,32,0,0,0,0,100.0,70.0,56.0,52.0,60.0,62,30.0,30.0,No,Yes,No,No,No,32250200,32,25,0200,47,12103,200,3200,18,1,18
Quality Cuckoo Greatshield,Cuckoo Greatshield,Quality,Greatshield,,Strike,"Metal greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy. Boasting high magic damage negation, this shield is used to hunt down mages. ""Our enemy is none other than Caria itself.""",-,-,-,No Skill,-,15,200,900,95,0,0,0,0,100,78,47,D,47,D,0,-,0,-,0,-,32,0,0,0,0,100.0,70.0,56.0,52.0,60.0,62,30.0,30.0,No,Yes,No,No,No,32250300,32,25,0300,47,12103,300,3200,18,1,18
Fire Cuckoo Greatshield,Cuckoo Greatshield,Fire,Greatshield,,Strike,"Metal greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy. Boasting high magic damage negation, this shield is used to hunt down mages. ""Our enemy is none other than Caria itself.""",-,-,-,No Skill,-,15,200,900,84,0,84,0,0,100,78,35,D,5,E,0,-,0,-,0,-,32,0,0,0,0,95.0,66.5,64.4,54.6,57.0,62,28.5,30.0,No,Yes,No,No,No,32250400,32,25,0400,47,12103,400,3200,18,1,18
Flame Art Cuckoo Greatshield,Cuckoo Greatshield,Flame Art,Greatshield,,Strike,"Metal greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy. Boasting high magic damage negation, this shield is used to hunt down mages. ""Our enemy is none other than Caria itself.""",-,-,-,No Skill,-,15,200,900,90,0,90,0,0,100,78,16,E,0,-,0,-,22,E,0,-,32,0,0,0,0,95.0,66.5,64.4,54.6,57.0,62,28.5,30.0,No,Yes,No,No,No,32250500,32,25,0500,47,12103,500,3200,18,1,18
Lightning Cuckoo Greatshield,Cuckoo Greatshield,Lightning,Greatshield,,Strike,"Metal greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy. Boasting high magic damage negation, this shield is used to hunt down mages. ""Our enemy is none other than Caria itself.""",-,-,-,No Skill,-,15,200,900,84,0,0,84,0,100,78,5,E,35,D,0,-,0,-,0,-,32,0,0,0,0,95.0,66.5,58.8,59.8,57.0,62,28.5,30.0,No,Yes,No,No,No,32250600,32,25,0600,47,12103,600,3200,18,1,18
Sacred Cuckoo Greatshield,Cuckoo Greatshield,Sacred,Greatshield,,Strike,"Metal greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy. Boasting high magic damage negation, this shield is used to hunt down mages. ""Our enemy is none other than Caria itself.""",-,-,-,No Skill,-,15,200,900,79,0,0,0,79,100,78,20,E,0,-,0,-,22,E,0,-,32,0,0,0,0,95.0,73.5,53.2,49.4,69.0,62,28.5,30.0,No,Yes,No,No,No,32250700,32,25,0700,47,12103,700,3200,18,1,18
Magic Cuckoo Greatshield,Cuckoo Greatshield,Magic,Greatshield,,Strike,"Metal greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy. Boasting high magic damage negation, this shield is used to hunt down mages. ""Our enemy is none other than Caria itself.""",-,-,-,No Skill,-,15,200,900,79,79,0,0,0,100,78,11,E,0,-,20,E,0,-,0,-,32,0,0,0,0,95.0,80.5,53.2,49.4,63.0,62,28.5,30.0,No,Yes,No,No,No,32250800,32,25,0800,47,12103,800,3200,18,1,18
Cold Cuckoo Greatshield,Cuckoo Greatshield,Cold,Greatshield,,Strike,"Metal greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy. Boasting high magic damage negation, this shield is used to hunt down mages. ""Our enemy is none other than Caria itself.""",Causes frost buildup (96),-,-,No Skill,-,15,200,900,90,72,0,0,0,100,78,45,D,0,-,17,E,0,-,0,-,32,0,0,0,0,95.0,70.0,56.0,52.0,60.0,62,30.0,30.0,No,Yes,No,No,No,32250900,32,25,0900,47,12103,900,3200,18,1,18
Poison Cuckoo Greatshield,Cuckoo Greatshield,Poison,Greatshield,,Strike,"Metal greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy. Boasting high magic damage negation, this shield is used to hunt down mages. ""Our enemy is none other than Caria itself.""",Causes poison buildup (96),-,-,No Skill,-,15,200,900,90,0,0,0,0,100,78,47,D,0,-,0,-,0,-,30,D,32,0,0,0,0,95.0,70.0,56.0,52.0,60.0,62,30.0,30.0,No,Yes,No,No,No,32251000,32,25,1000,47,12103,1000,3200,18,1,18
Blood Cuckoo Greatshield,Cuckoo Greatshield,Blood,Greatshield,,Strike,"Metal greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy. Boasting high magic damage negation, this shield is used to hunt down mages. ""Our enemy is none other than Caria itself.""",Causes blood loss buildup (83),-,-,No Skill,-,15,200,900,90,0,0,0,0,100,78,47,D,0,-,0,-,0,-,30,D,32,0,0,0,0,95.0,70.0,56.0,52.0,60.0,62,30.0,30.0,No,Yes,No,No,No,32251100,32,25,1100,47,12103,1100,3200,18,1,18
Occult Cuckoo Greatshield,Cuckoo Greatshield,Occult,Greatshield,,Strike,"Metal greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy. Boasting high magic damage negation, this shield is used to hunt down mages. ""Our enemy is none other than Caria itself.""",-,-,-,No Skill,-,15,200,900,95,0,0,0,0,100,78,37,D,0,-,0,-,0,-,45,D,32,0,0,0,0,100.0,70.0,56.0,52.0,60.0,62,30.0,30.0,No,Yes,No,No,No,32251200,32,25,1200,47,12103,1200,3200,18,1,18
Golden Greatshield,Golden Greatshield,-,Greatshield,,Strike,"Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell. Knights of Leyndell are reputed for their sturdiness, exemplified by this shield's exceptional guard capacity.",-,-,-,No Skill,-,17,200,900,113,0,0,0,0,100,81,50,D,0,-,0,-,0,-,0,-,34,0,0,0,0,100.0,57.0,60.0,57.0,68.0,68,31.0,31.0,No,Yes,No,No,No,32260000,32,26,0000,47,12104,8200,3200,18,1.03,18.54
Heavy Golden Greatshield,Golden Greatshield,Heavy,Greatshield,,Strike,"Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell. Knights of Leyndell are reputed for their sturdiness, exemplified by this shield's exceptional guard capacity.",-,-,-,No Skill,-,17,200,900,103,0,0,0,0,100,81,75,C,0,-,0,-,0,-,0,-,34,0,0,0,0,100.0,57.0,60.0,57.0,68.0,68,31.0,31.0,No,Yes,No,No,No,32260100,32,26,0100,47,12104,100,3200,18,1.03,18.54
Keen Golden Greatshield,Golden Greatshield,Keen,Greatshield,,Strike,"Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell. Knights of Leyndell are reputed for their sturdiness, exemplified by this shield's exceptional guard capacity.",-,-,-,No Skill,-,17,200,900,103,0,0,0,0,100,81,5,E,66,C,0,-,0,-,0,-,34,0,0,0,0,100.0,57.0,60.0,57.0,68.0,68,31.0,31.0,No,Yes,No,No,No,32260200,32,26,0200,47,12104,200,3200,18,1.03,18.54
Quality Golden Greatshield,Golden Greatshield,Quality,Greatshield,,Strike,"Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell. Knights of Leyndell are reputed for their sturdiness, exemplified by this shield's exceptional guard capacity.",-,-,-,No Skill,-,17,200,900,98,0,0,0,0,100,81,47,D,47,D,0,-,0,-,0,-,34,0,0,0,0,100.0,57.0,60.0,57.0,68.0,68,31.0,31.0,No,Yes,No,No,No,32260300,32,26,0300,47,12104,300,3200,18,1.03,18.54
Fire Golden Greatshield,Golden Greatshield,Fire,Greatshield,,Strike,"Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell. Knights of Leyndell are reputed for their sturdiness, exemplified by this shield's exceptional guard capacity.",-,-,-,No Skill,-,17,200,900,87,0,87,0,0,100,81,35,D,5,E,0,-,0,-,0,-,34,0,0,0,0,95.0,54.2,69.0,59.9,64.6,68,29.5,31.0,No,Yes,No,No,No,32260400,32,26,0400,47,12104,400,3200,18,1.03,18.54
Flame Art Golden Greatshield,Golden Greatshield,Flame Art,Greatshield,,Strike,"Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell. Knights of Leyndell are reputed for their sturdiness, exemplified by this shield's exceptional guard capacity.",-,-,-,No Skill,-,17,200,900,92,0,92,0,0,100,81,16,E,0,-,0,-,22,E,0,-,34,0,0,0,0,95.0,54.2,69.0,59.9,64.6,68,29.5,31.0,No,Yes,No,No,No,32260500,32,26,0500,47,12104,500,3200,18,1.03,18.54
Lightning Golden Greatshield,Golden Greatshield,Lightning,Greatshield,,Strike,"Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell. Knights of Leyndell are reputed for their sturdiness, exemplified by this shield's exceptional guard capacity.",-,-,-,No Skill,-,17,200,900,87,0,0,87,0,100,81,5,E,35,D,0,-,0,-,0,-,34,0,0,0,0,95.0,54.2,63.0,65.6,64.6,68,29.5,31.0,No,Yes,No,No,No,32260600,32,26,0600,47,12104,600,3200,18,1.03,18.54
Sacred Golden Greatshield,Golden Greatshield,Sacred,Greatshield,,Strike,"Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell. Knights of Leyndell are reputed for their sturdiness, exemplified by this shield's exceptional guard capacity.",-,-,-,No Skill,-,17,200,900,81,0,0,0,81,100,81,20,E,0,-,0,-,22,E,0,-,34,0,0,0,0,95.0,59.9,57.0,54.2,78.2,68,29.5,31.0,No,Yes,No,No,No,32260700,32,26,0700,47,12104,700,3200,18,1.03,18.54
Magic Golden Greatshield,Golden Greatshield,Magic,Greatshield,,Strike,"Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell. Knights of Leyndell are reputed for their sturdiness, exemplified by this shield's exceptional guard capacity.",-,-,-,No Skill,-,17,200,900,81,81,0,0,0,100,81,11,E,0,-,20,E,0,-,0,-,34,0,0,0,0,95.0,65.6,57.0,54.2,71.4,68,29.5,31.0,No,Yes,No,No,No,32260800,32,26,0800,47,12104,800,3200,18,1.03,18.54
Cold Golden Greatshield,Golden Greatshield,Cold,Greatshield,,Strike,"Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell. Knights of Leyndell are reputed for their sturdiness, exemplified by this shield's exceptional guard capacity.",Causes frost buildup (96),-,-,No Skill,-,17,200,900,92,73,0,0,0,100,81,45,D,0,-,17,E,0,-,0,-,34,0,0,0,0,95.0,57.0,60.0,57.0,68.0,68,31.0,31.0,No,Yes,No,No,No,32260900,32,26,0900,47,12104,900,3200,18,1.03,18.54
Poison Golden Greatshield,Golden Greatshield,Poison,Greatshield,,Strike,"Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell. Knights of Leyndell are reputed for their sturdiness, exemplified by this shield's exceptional guard capacity.",Causes poison buildup (96),-,-,No Skill,-,17,200,900,92,0,0,0,0,100,81,47,D,0,-,0,-,0,-,30,D,34,0,0,0,0,95.0,57.0,60.0,57.0,68.0,68,31.0,31.0,No,Yes,No,No,No,32261000,32,26,1000,47,12104,1000,3200,18,1.03,18.54
Blood Golden Greatshield,Golden Greatshield,Blood,Greatshield,,Strike,"Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell. Knights of Leyndell are reputed for their sturdiness, exemplified by this shield's exceptional guard capacity.",Causes blood loss buildup (83),-,-,No Skill,-,17,200,900,92,0,0,0,0,100,81,47,D,0,-,0,-,0,-,30,D,34,0,0,0,0,95.0,57.0,60.0,57.0,68.0,68,31.0,31.0,No,Yes,No,No,No,32261100,32,26,1100,47,12104,1100,3200,18,1.03,18.54
Occult Golden Greatshield,Golden Greatshield,Occult,Greatshield,,Strike,"Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell. Knights of Leyndell are reputed for their sturdiness, exemplified by this shield's exceptional guard capacity.",-,-,-,No Skill,-,17,200,900,98,0,0,0,0,100,81,37,D,0,-,0,-,0,-,45,D,34,0,0,0,0,100.0,57.0,60.0,57.0,68.0,68,31.0,31.0,No,Yes,No,No,No,32261200,32,26,1200,47,12104,1200,3200,18,1.03,18.54
Gilded Greatshield,Gilded Greatshield,-,Greatshield,,Strike,Metal greatshield coated with gold. Carried by knights loyal to Godrick. The red tinge in the gold coat mirrors the primordial matter that became the Erdtree. The color of homeward yearning.,-,-,-,No Skill,-,17.5,200,900,115,0,0,0,0,100,83,50,D,0,-,0,-,0,-,0,-,36,0,0,0,0,100.0,60.0,66.0,54.0,65.0,67,32.0,32.0,No,Yes,No,No,No,32270000,32,27,0000,47,12105,8200,3200,18,1.045,18.81
Heavy Gilded Greatshield,Gilded Greatshield,Heavy,Greatshield,,Strike,Metal greatshield coated with gold. Carried by knights loyal to Godrick. The red tinge in the gold coat mirrors the primordial matter that became the Erdtree. The color of homeward yearning.,-,-,-,No Skill,-,17.5,200,900,105,0,0,0,0,100,83,75,C,0,-,0,-,0,-,0,-,36,0,0,0,0,100.0,60.0,66.0,54.0,65.0,67,32.0,32.0,No,Yes,No,No,No,32270100,32,27,0100,47,12105,100,3200,18,1.045,18.81
Keen Gilded Greatshield,Gilded Greatshield,Keen,Greatshield,,Strike,Metal greatshield coated with gold. Carried by knights loyal to Godrick. The red tinge in the gold coat mirrors the primordial matter that became the Erdtree. The color of homeward yearning.,-,-,-,No Skill,-,17.5,200,900,105,0,0,0,0,100,83,5,E,66,C,0,-,0,-,0,-,36,0,0,0,0,100.0,60.0,66.0,54.0,65.0,67,32.0,32.0,No,Yes,No,No,No,32270200,32,27,0200,47,12105,200,3200,18,1.045,18.81
Quality Gilded Greatshield,Gilded Greatshield,Quality,Greatshield,,Strike,Metal greatshield coated with gold. Carried by knights loyal to Godrick. The red tinge in the gold coat mirrors the primordial matter that became the Erdtree. The color of homeward yearning.,-,-,-,No Skill,-,17.5,200,900,99,0,0,0,0,100,83,47,D,47,D,0,-,0,-,0,-,36,0,0,0,0,100.0,60.0,66.0,54.0,65.0,67,32.0,32.0,No,Yes,No,No,No,32270300,32,27,0300,47,12105,300,3200,18,1.045,18.81
Fire Gilded Greatshield,Gilded Greatshield,Fire,Greatshield,,Strike,Metal greatshield coated with gold. Carried by knights loyal to Godrick. The red tinge in the gold coat mirrors the primordial matter that became the Erdtree. The color of homeward yearning.,-,-,-,No Skill,-,17.5,200,900,88,0,88,0,0,100,83,35,D,5,E,0,-,0,-,0,-,36,0,0,0,0,95.0,57.0,75.9,56.7,61.8,67,30.4,32.0,No,Yes,No,No,No,32270400,32,27,0400,47,12105,400,3200,18,1.045,18.81
Flame Art Gilded Greatshield,Gilded Greatshield,Flame Art,Greatshield,,Strike,Metal greatshield coated with gold. Carried by knights loyal to Godrick. The red tinge in the gold coat mirrors the primordial matter that became the Erdtree. The color of homeward yearning.,-,-,-,No Skill,-,17.5,200,900,94,0,94,0,0,100,83,16,E,0,-,0,-,22,E,0,-,36,0,0,0,0,95.0,57.0,75.9,56.7,61.8,67,30.4,32.0,No,Yes,No,No,No,32270500,32,27,0500,47,12105,500,3200,18,1.045,18.81
Lightning Gilded Greatshield,Gilded Greatshield,Lightning,Greatshield,,Strike,Metal greatshield coated with gold. Carried by knights loyal to Godrick. The red tinge in the gold coat mirrors the primordial matter that became the Erdtree. The color of homeward yearning.,-,-,-,No Skill,-,17.5,200,900,88,0,0,88,0,100,83,5,E,35,D,0,-,0,-,0,-,36,0,0,0,0,95.0,57.0,69.3,62.1,61.8,67,30.4,32.0,No,Yes,No,No,No,32270600,32,27,0600,47,12105,600,3200,18,1.045,18.81
Sacred Gilded Greatshield,Gilded Greatshield,Sacred,Greatshield,,Strike,Metal greatshield coated with gold. Carried by knights loyal to Godrick. The red tinge in the gold coat mirrors the primordial matter that became the Erdtree. The color of homeward yearning.,-,-,-,No Skill,-,17.5,200,900,83,0,0,0,83,100,83,20,E,0,-,0,-,22,E,0,-,36,0,0,0,0,95.0,63.0,62.7,51.3,74.8,67,30.4,32.0,No,Yes,No,No,No,32270700,32,27,0700,47,12105,700,3200,18,1.045,18.81
Magic Gilded Greatshield,Gilded Greatshield,Magic,Greatshield,,Strike,Metal greatshield coated with gold. Carried by knights loyal to Godrick. The red tinge in the gold coat mirrors the primordial matter that became the Erdtree. The color of homeward yearning.,-,-,-,No Skill,-,17.5,200,900,83,83,0,0,0,100,83,11,E,0,-,20,E,0,-,0,-,36,0,0,0,0,95.0,69.0,62.7,51.3,68.3,67,30.4,32.0,No,Yes,No,No,No,32270800,32,27,0800,47,12105,800,3200,18,1.045,18.81
